sol_index,Labels,Rice,Maize,Sorghum,Sugar cane,Sunflower,Soybean,Sesame,Peanuts,vegetables,Cotton,Green folder,Fully grown Onions,Total
Orginal,prod,0.0715615764532377,0.018406837886475354,0.16493803895216713,0.3630957873660323,0.0002537271052906765,0.001068627798343268,0.0006812906658702668,0.0019200374743494153,0.2666684621934254,0.009719834032413223,0.08070915340400682,0.0014618967800265107,0.98
Orginal,water,0.2425960088924784,0.06701917512560415,0.35685014785643643,0.13655642532185763,0.001102547671285095,0.0070151273375448735,0.005766899563084326,0.005601517412391562,0.08438089743162,0.04741678833040535,0.03955514406558989,0.0005794607065432273,0.99
Orginal,area,0.16136238127093364,0.06879207985702768,0.43174272119846313,0.06162526184440412,0.0019150788717486413,0.007135009823009263,0.009603814693842376,0.009978549046044002,0.12238238636851155,0.06286879266559756,0.049858302042649495,0.0007740306496379644,0.99
2,prod,0.07360949265108636,0.017632728238794818,0.16342951210055007,0.26262985933518423,0.0002431615295387559,0.0010789469212498575,0.0006600850507274033,0.0019254695337113045,0.2617206715831712,0.009770518413939834,0.08099265403236637,0.00024062425848584914,0.87
2,water,0.24153142986581635,0.04467976879833217,0.3855973737123588,0.12056986305270023,0.0009587778415929514,0.0032073830558213274,0.0037491638518817243,0.004133266974609809,0.0059643094704740955,0.040172475898617666,0.07461429849471651,5.028576118165499e-05,0.93
2,area,0.17457292584785924,0.0612507515416412,0.42477473187611026,0.06186766546569217,0.0018012740308398533,0.00392692442774657,0.00861782990753865,0.009744074205632688,0.051910923922797135,0.055325917011907644,0.08304506495523697,0.00013184400488058212,0.94
20,prod,0.060901705709493874,0.01781679661765957,0.1650789549064348,0.26626081720884454,0.00024569880059166325,0.0010896331992332896,0.0006668979573861062,0.0019446699084547988,0.2644301870706968,0.009867716754263966,0.08180047505764974,0.0002101274399155942,0.87
20,water,0.1993025362629432,0.07074361613957342,0.38304047651211703,0.12341422835671226,0.0009626468573491779,0.0029777087265038496,0.004409432899406888,0.004404818838143258,0.008909863976033734,0.049270205998281115,0.04416249322789426,4.295142232484545e-05,0.89
20,area,0.14711991731983048,0.07096291808594607,0.4619056657140266,0.06367893127821529,0.0018095847416956586,0.003510436105956924,0.009436532808718756,0.010126288146092321,0.053141765856522714,0.05795744010938276,0.053128922873900294,0.0001140577686761353,0.93
21,prod,0.05835816314779724,0.01781679661765957,0.16507895490643473,0.2662608172088445,0.00024569880059166325,0.0010896331992332911,0.0006668979573861063,0.0019446699084547984,0.2644301870706968,0.01033004455441118,0.08180047505764974,0.0002108388028769771,0.87
21,water,0.19110740888921432,0.07075623008520893,0.40447563962196564,0.12336328960592718,0.0009626468573491779,0.003572728727071829,0.004413735157499666,0.0043606431135601465,0.009156874628134432,0.045886301099890586,0.037948038933413364,4.314316974593851e-05,0.9
21,area,0.1409511047831231,0.07998602342259276,0.46416950482074304,0.06361547538242139,0.0018095847416956586,0.004245813514898845,0.009455758648557381,0.010140190889905813,0.053697041019111894,0.059280251772897,0.04522988799173779,0.00011452830402545928,0.93
22,prod,0.07360949265108636,0.01781679661765957,0.16352500244516135,0.2662608172088446,0.00024569880059166277,0.0010896331992332905,0.0006668979573861061,0.0019446699084547988,0.2644301870706968,0.009867716754263966,0.08180047505764974,0.00024062425848584914,0.88
22,water,0.24153142986581635,0.04522362286100978,0.3871444556338863,0.12209772560228242,0.001324279799218661,0.0032320566345990305,0.003788590627881016,0.004175922978595711,0.006431792573948687,0.04060623413063494,0.07565647053711073,5.028576118165499e-05,0.93
22,area,0.17457292584785924,0.06186583167318365,0.42059275726775575,0.06253822377128972,0.002200208174856556,0.003956909763417591,0.008705348873455476,0.009842443465260909,0.0533019489171808,0.055873726569099696,0.08381445592436793,0.00013184400488058212,0.94
40,prod,0.060901705709493874,0.01800086499652432,0.16672839771231954,0.2698917750825049,0.0003030569140556597,0.0011003194772167225,0.0006839682590041046,0.001963870283198293,0.26713970255822245,0.009964915094588097,0.08260829608293312,0.0002101274399155942,0.88
40,water,0.1993025362629432,0.07128747020225103,0.3921405158968009,0.12494209090629443,0.0009665158731054028,0.003002382305281552,0.0044488596754061775,0.004447474842129161,0.009377347079508321,0.04992833182813611,0.042882043794310196,4.295142232484545e-05,0.9
40,area,0.14711991731983048,0.07084441114418612,0.46152056077210635,0.06434948958381284,0.00181789545255146,0.003540421441627945,0.009524051774635575,0.010224657405720542,0.05453279085090638,0.05857303170988633,0.05064316544789614,0.0001140577686761353,0.93
41,prod,0.05835816314779724,0.018000864996524323,0.17491546072915898,0.2698917750825048,0.0003030569140556597,0.0011003194772167219,0.0006839682590041043,0.0019638702831982933,0.26713970255822245,0.010324724229449666,0.08260829608293312,0.0002108388028769771,0.89
41,water,0.19110740888921432,0.07130008414788654,0.4089928331002021,0.12489115215550937,0.0009665158731054028,0.0035974023058495267,0.004453161933498954,0.00440329911754605,0.009624357731609018,0.04586255856744232,0.037549386330617975,4.314316974593851e-05,0.9
41,area,0.1409511047831231,0.0805130934170074,0.4621950533212555,0.06428603368801893,0.00181789545255146,0.004275798850569861,0.009543277614474202,0.010238560149534035,0.05508806601349556,0.059250266437225994,0.04433347712330084,0.00011452830402545928,0.93
60,prod,0.060901705709493874,0.018184933375389078,0.16837784051820426,0.27352273295616525,0.00030559418510856657,0.0011110057552001554,0.0006805237707035113,0.001983070657941787,0.269849218045748,0.01006211343491223,0.08341611710821646,0.0002101274399155942,0.89
60,water,0.1993025362629432,0.07183132426492864,0.40160860432021517,0.1264699534558766,0.0009703848888616286,0.0030270558840592545,0.004488286451405468,0.004490130846115062,0.009844830182982905,0.050586457657991094,0.041601594360726135,4.295142232484545e-05,0.91
60,area,0.14711991731983048,0.0707259042024262,0.461135455830186,0.06502004788941039,0.001826206163407264,0.003570406777298966,0.0096115707405524,0.01032302666534876,0.05592381584529003,0.059188623310389876,0.04815740802189197,0.0001140577686761353,0.93
61,prod,0.05835816314779724,0.018184933375389078,0.1746023344443208,0.27352273295616514,0.00030559418510856657,0.0011110057552001548,0.0006805237707035114,0.001983070657941787,0.2698492180457481,0.010319403904488152,0.08341611710821648,0.0002108388028769771,0.89
61,water,0.19110740888921432,0.07184393821056413,0.4097029547180085,0.12641901470509154,0.0009703848888616286,0.0036220758846272297,0.004492588709498244,0.004445955121531952,0.010091840835083602,0.04583881603499404,0.037825788177989754,4.314316974593851e-05,0.91
61,area,0.1409511047831231,0.08104016341142205,0.4590038867814294,0.06495659199361649,0.001826206163407264,0.004305784186240882,0.009630796580391026,0.010336929409162253,0.056479091007879206,0.05922028110155496,0.04465378129520255,0.00011452830402545928,0.93
80,prod,0.060901705709493874,0.018369001754253832,0.17002728332408898,0.2771536908298255,0.0002533106137503831,0.0011216920331835881,0.000687336677362214,0.0020022710326852815,0.27255873353327364,0.010159311775236364,0.08422393813349985,0.0002101274399155942,0.9
80,water,0.1993025362629432,0.07237517832760625,0.4114675311277607,0.1279978160054588,0.0009742539046178547,0.003051729462836957,0.0045277132274047565,0.004532786850100967,0.010312313286457497,0.05124458348784609,0.040321144927142075,4.295142232484545e-05,0.93
80,area,0.14711991731983048,0.07060739726066625,0.4607503508882656,0.06569060619500794,0.0018345168742630678,0.003600392112969987,0.009699089706469224,0.010421395924976982,0.05731484083967369,0.05980421491089344,0.04567165059588786,0.0001140577686761353,0.93
81,prod,0.05835816314779724,0.018369001754253832,0.17428920815948265,0.27715369082982544,0.0002533106137503831,0.0011216920331835875,0.000687336677362214,0.002002271032685281,0.2725587335332737,0.010314083579526637,0.08422393813349988,0.0002108388028769771,0.9
81,water,0.19110740888921432,0.07238779227324174,0.410442473241454,0.1279468772546737,0.0009742539046178547,0.003646749463404932,0.004532015485497532,0.004488611125517853,0.010559323938558199,0.04581507350254577,0.03810219002536151,4.314316974593851e-05,0.91
81,area,0.1409511047831231,0.08156723340583669,0.45581272024160313,0.06562715029921405,0.0018345168742630678,0.004335769521911903,0.00971831554630785,0.01043529866879047,0.05787011600226289,0.05919029576588395,0.04497408546710428,0.00011452830402545928,0.93
